       993.00000       993.00000        96.98955       219.32677        85.24079        16.07700         0.00000
      1144.00000      1144.00000       328.14382       316.18646       265.56081         1.10400         0.00000
      1149.00000      1149.00000        47.89826       345.33969       263.76886         3.81900         0.00000
      1152.00000      1152.00000       354.11622       321.70014       242.78690        18.38700         0.00000
      1209.00000      1209.00000       318.49375       345.45738       245.38991        10.27700         0.00000
      1211.00000      1211.00000       240.95837       341.16978       269.46234         4.18000         0.00000
      1221.00000      1221.00000       211.67670       249.37571        79.31551        39.81400         0.00000
      1229.00000      1229.00000       342.38351       335.22117       260.41503        46.06600         0.00000
      1279.00000      1279.00000       153.10490       328.30638       255.20108        19.37500         0.00000
      1283.00000      1283.00000        97.19284       259.21384        86.70557         5.44700         0.00000
      1315.00000      1315.00000       321.64497       297.03874       262.88241        14.73700         0.00000
      1323.00000      1323.00000       121.48085       200.48978        78.37711         6.73100         0.00000
      1329.00000      1329.00000       117.65691       207.95569        83.53310         2.22800         0.00000
      1337.00000      1337.00000       205.61333       315.01348       242.95579        11.23100         0.00000
      1354.00000      1354.00000       105.64707       225.06053        78.39793         1.63900         0.00000
      1356.00000      1356.00000       234.69658       202.29839        84.00147         7.69500         0.00000
      1358.00000      1358.00000       220.30200       331.55356       241.38119         5.16900         0.00000
      1377.00000      1377.00000       302.80694       316.55565       258.41399        10.21800         0.00000
      1383.00000      1383.00000       287.09304       201.38613        61.36983        22.13800         0.00000
      1391.00000      1391.00000       236.41944       245.51678        66.97208         3.67500         0.00000
      1407.00000      1407.00000       269.70741       277.03792       266.24575        12.92000         0.00000
      1412.00000      1412.00000       182.23196       235.48710        73.71298         2.53900         0.00000
      1416.00000      1416.00000       192.23617       226.03090        66.18220         1.20800         0.00000
      1434.00000      1434.00000        39.19628       197.56238        65.47784         0.87700         0.00000
      1436.00000      1436.00000       161.85599       215.87619        64.82058         2.68600         0.00000
      1438.00000      1438.00000       259.11123       284.80433       269.41677         6.90200         0.00000
      1449.00000      1449.00000       104.04756       227.09643        79.68182         0.77100         0.00000
      1463.00000      1463.00000        96.11174       287.29129       250.22666         3.15500         0.00000
      1465.00000      1465.00000        64.23105       342.69322       255.71383         0.85700         0.00000
      1481.00000      1481.00000       130.56299       214.51904        80.61347        37.28700         0.00000
      1489.00000      1489.00000       125.30001       226.07660        78.62390        45.96300         0.00000
      1501.00000      1501.00000       145.37491       328.84582       266.32760        23.55200         0.00000
      1502.00000      1502.00000       253.70135       222.55004        62.74553         7.10100         0.00000
      1530.00000      1530.00000        43.29020       251.22611        68.73556        14.71200         0.00000
